Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
121,3,1,0,2,0,1,2,4,2,2,0,7,6,1969,1969,0,2,9,10,3,4,1,3,3,1,0,938,5,938,1,0,1,4,988,0,988,1,3,4,6,1,1969.0,2,2,540,4,4,2,8,4,180000
122,4,1,3,3,0,4,0,9,2,2,0,0,4,1939,1950,1,0,0,0,3,4,2,3,3,3,5,0,5,732,1,2,1,4,772,351,1123,1,3,4,6,5,1979.0,2,1,264,4,4,1,8,4,100000
123,3,1,3,3,0,0,0,12,2,2,0,2,6,1958,1958,3,0,8,8,3,2,1,3,3,3,1,570,5,1080,1,2,1,4,1080,0,1080,1,3,5,6,1,1958.0,2,1,288,4,4,2,8,4,136000
124,3,1,3,3,0,4,0,20,2,2,4,2,6,1993,1993,1,0,9,10,2,4,2,2,3,3,2,300,5,1199,1,0,1,4,1199,0,1199,2,2,5,6,1,1993.0,1,2,530,4,4,2,8,4,153900
125,3,1,0,3,0,1,0,14,2,2,0,2,6,1979,1998,1,0,6,6,3,2,1,2,0,3,5,0,5,1362,1,4,1,4,1586,0,1586,2,3,7,6,1,1979.0,2,2,435,4,4,2,8,4,181000
126,4,1,3,3,0,4,0,9,2,2,1,0,6,1935,1982,1,0,13,14,3,1,1,3,3,0,2,490,5,520,1,2,0,4,520,0,754,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,0,8,4,84500
127,3,1,0,3,0,4,0,13,2,2,4,2,6,1976,1976,1,0,9,10,3,4,1,2,3,3,0,120,5,1078,1,4,1,4,958,0,958,2,3,5,6,1,1977.0,1,2,440,4,4,2,8,4,128000
128,4,1,0,0,0,4,0,17,1,2,0,1,5,1930,1950,1,0,14,14,3,2,0,3,3,3,3,116,5,672,1,0,1,4,840,0,840,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,0,8,4,87000
129,3,1,3,3,0,4,0,12,4,2,0,5,6,1966,1966,1,0,12,13,3,4,1,3,3,3,1,512,5,660,1,4,1,4,660,688,1348,1,3,6,6,1,1966.0,1,2,453,4,4,2,8,4,155000
130,3,1,3,3,0,4,0,12,2,2,0,2,5,1958,1991,1,0,9,10,3,4,1,3,3,3,4,567,1,1008,1,4,1,0,1053,0,1053,1,0,6,6,0,1998.0,1,2,750,4,4,2,8,0,150000
131,3,1,3,3,0,0,0,12,2,2,0,5,7,1966,1966,1,0,8,8,3,4,1,3,3,3,4,445,5,924,1,0,1,4,1216,941,2157,2,2,8,6,1,1966.0,0,2,487,4,4,2,8,4,226000
132,3,1,0,3,0,0,0,8,2,2,0,5,6,2000,2000,1,0,12,13,2,4,2,2,3,3,2,695,5,992,1,0,1,4,1022,1032,2054,2,2,7,6,3,2000.0,1,2,390,4,4,2,8,4,244000
133,3,1,3,3,0,0,0,12,2,2,0,2,5,1959,2002,1,0,8,8,3,4,1,3,3,3,4,405,5,1063,1,2,1,4,1327,0,1327,1,2,7,6,5,1974.0,2,2,624,4,4,2,8,4,150750
134,3,1,0,3,0,4,0,23,2,2,0,2,8,2001,2002,1,0,12,13,2,4,2,0,3,3,2,1005,5,1267,1,0,1,4,1296,0,1296,2,2,6,6,1,2001.0,0,2,471,4,4,2,8,4,220000
135,3,1,0,3,0,4,0,19,2,2,0,2,5,1968,1993,1,0,9,10,3,4,1,3,3,3,4,570,5,1461,1,2,1,4,1721,0,1721,2,3,7,2,1,1968.0,1,2,440,4,4,2,8,4,180000
136,3,1,3,3,0,4,0,14,2,2,0,2,7,1970,1970,3,0,9,10,3,4,2,3,3,3,5,0,5,1304,1,2,1,4,1682,0,1682,2,3,7,6,1,1970.0,2,2,530,4,4,2,8,4,174000
137,3,1,0,3,0,0,0,12,2,2,0,2,5,1967,1967,1,0,8,8,3,4,1,3,3,3,1,695,5,1214,1,4,1,4,1214,0,1214,2,3,5,6,1,1967.0,1,1,318,4,4,2,8,4,143000
138,3,1,3,3,0,4,0,11,2,2,2,2,7,1988,1989,1,0,12,13,3,4,1,3,3,3,5,0,5,1907,1,2,1,4,1959,0,1959,3,3,9,6,0,1989.0,2,3,766,4,4,2,8,3,171000
139,3,1,0,3,0,4,0,5,2,2,0,5,8,1999,2000,1,0,12,13,2,4,2,2,3,2,2,668,5,1004,1,0,1,4,1004,848,1852,2,2,7,6,1,1999.0,0,3,660,4,4,2,8,4,230000
140,3,1,0,3,0,4,0,5,2,2,0,5,6,1997,1997,1,0,12,13,3,4,2,2,3,3,2,821,5,928,1,0,1,4,928,836,1764,2,2,7,6,1,1997.0,1,2,470,4,4,2,8,4,231500
141,3,1,3,3,0,2,0,12,2,2,0,2,4,1971,1971,1,0,6,6,3,4,1,3,3,3,0,432,5,864,1,4,1,4,864,0,864,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,2,4,4,115000
142,3,1,3,3,0,4,0,5,2,2,0,2,7,2005,2005,1,0,12,13,2,4,2,2,3,0,2,1300,5,1734,1,0,1,4,1734,0,1734,2,2,7,6,1,2005.0,0,2,660,4,4,2,8,4,260000
143,3,1,3,3,0,0,0,12,0,2,0,0,5,1952,1952,1,0,3,14,3,1,1,3,3,3,4,507,5,910,1,1,1,4,910,475,1385,2,3,6,6,5,2000.0,2,2,720,4,4,2,8,4,166000
144,3,1,0,3,0,4,0,5,2,2,0,2,7,1999,1999,1,0,12,13,2,4,2,2,3,1,2,679,5,1490,1,0,1,4,1501,0,1501,2,2,6,6,1,1999.0,1,2,577,4,4,2,8,4,204000
145,4,1,3,3,0,4,0,19,5,2,2,2,5,1963,1963,1,0,6,6,3,4,1,3,3,3,4,1332,5,1728,1,4,1,4,1728,0,1728,2,3,10,6,5,1963.0,2,2,504,4,4,2,4,0,125000
146,4,1,3,3,0,4,0,7,2,2,3,5,6,2004,2006,1,0,12,13,2,4,2,2,3,3,5,0,5,970,1,0,1,4,970,739,1709,2,2,7,0,5,2004.0,2,2,380,4,4,2,8,4,130000
147,4,1,3,3,0,0,0,3,2,2,0,2,5,1931,1993,1,0,13,14,3,4,0,3,3,3,1,209,5,715,1,4,1,0,875,0,875,1,3,5,6,5,1931.0,2,1,180,1,4,2,8,4,105000
148,3,1,0,3,0,1,0,8,2,2,0,5,7,2001,2001,1,0,12,13,2,4,2,2,3,3,5,0,5,884,1,0,1,4,884,1151,2035,2,2,8,6,3,2001.0,0,2,434,4,4,2,8,4,222500
149,3,1,3,3,0,4,0,20,2,2,0,2,7,2004,2005,1,0,12,13,3,4,2,2,3,3,2,680,5,1080,1,0,1,4,1080,0,1080,1,2,6,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,141000
150,4,1,3,3,0,4,0,3,2,2,0,0,5,1936,1950,1,0,8,8,3,4,0,2,3,3,5,0,5,896,1,2,1,0,896,448,1344,1,3,7,6,5,1936.0,2,1,240,1,4,2,8,4,115000
151,3,1,3,3,0,0,0,5,2,2,0,2,5,1975,1975,1,0,6,6,3,4,1,3,3,0,1,716,5,969,1,4,1,4,969,0,969,1,3,5,6,1,1975.0,2,2,440,4,4,2,8,4,122000
152,3,1,3,3,0,4,0,16,2,2,0,2,8,2007,2008,3,0,12,13,2,4,2,0,3,1,2,1400,5,1710,1,0,1,4,1710,0,1710,2,2,6,6,1,2007.0,1,3,866,4,4,2,6,5,372402
153,3,1,0,3,0,1,0,14,2,2,0,5,6,1971,1971,1,0,6,6,3,4,1,3,3,3,4,416,5,825,1,2,1,4,1097,896,1993,2,3,8,6,1,1971.0,1,2,495,4,4,2,8,4,190000
154,3,1,3,3,0,4,0,4,2,2,0,2,6,1960,1975,0,0,3,10,3,4,1,2,3,1,1,429,0,1602,1,2,1,4,1252,0,1252,1,3,4,6,1,1960.0,1,2,564,4,4,2,8,4,235000
155,4,1,3,3,0,0,0,17,2,2,0,2,6,1923,1950,1,0,13,14,3,4,0,3,3,3,5,0,5,1200,1,4,1,0,1200,0,1200,1,3,7,6,5,1923.0,2,1,312,1,1,2,8,3,125000
156,3,1,3,3,0,0,0,7,0,2,0,0,6,1924,1950,1,0,13,14,3,4,0,3,3,3,5,0,5,572,3,1,0,1,572,524,1096,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,0,8,4,79000
157,3,1,3,3,0,4,0,12,2,2,0,2,5,1950,1950,3,0,13,14,3,4,1,3,3,3,5,0,5,0,1,4,1,1,1040,0,1040,1,3,5,6,5,1950.0,2,2,625,4,4,2,8,4,109500
158,3,1,3,3,0,0,0,23,2,2,0,5,8,2009,2010,1,0,12,13,2,4,2,0,3,3,5,0,5,774,1,0,1,4,774,1194,1968,2,0,8,6,3,2009.0,0,3,680,4,4,2,6,5,269500
159,1,1,3,3,0,0,0,21,2,2,0,5,7,2004,2005,1,0,12,13,2,4,2,2,3,3,2,222,5,991,1,0,1,4,991,956,1947,2,2,8,6,1,2004.0,1,2,678,4,4,2,8,4,254900
160,3,1,0,1,0,0,0,8,2,2,0,5,7,2005,2006,1,0,12,13,2,4,2,2,3,2,2,57,5,1392,1,0,1,4,1392,1070,2462,2,2,9,6,1,2006.0,1,2,576,4,4,2,6,5,320000
161,3,1,0,3,0,1,0,24,2,2,0,2,6,1984,1984,1,0,9,10,3,4,2,2,3,3,1,660,5,1232,1,4,1,4,1232,0,1232,2,3,6,6,1,1984.0,2,2,516,4,4,2,8,4,162500
162,3,1,0,3,0,4,0,16,2,2,0,5,9,2003,2004,1,0,12,13,2,4,2,0,3,0,2,1016,5,1572,1,0,1,4,1572,1096,2668,2,0,10,6,3,2003.0,0,3,726,4,4,2,8,4,412500
163,3,1,3,3,0,0,0,16,2,2,0,2,7,2005,2005,1,0,12,13,2,4,2,2,3,2,1,1201,5,1541,1,0,1,4,1541,0,1541,2,2,7,6,1,2005.0,1,2,532,4,4,2,6,5,220000
164,3,1,3,3,0,4,0,17,2,2,0,1,4,1956,1956,1,0,8,8,3,4,1,3,3,3,5,0,5,882,1,0,1,4,882,0,882,1,3,4,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,103200
165,4,1,3,3,0,0,0,17,2,2,0,2,6,1926,2004,1,0,8,8,3,2,0,3,3,2,3,370,5,1149,1,2,1,0,1149,467,1616,2,2,5,6,5,1926.0,2,1,216,4,4,2,8,4,152000
166,3,1,3,3,0,4,0,7,2,2,1,0,5,1940,1999,1,0,13,14,3,2,0,3,3,3,0,351,4,644,1,2,1,4,808,547,1355,2,3,6,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,127500
167,3,1,0,3,0,4,0,4,2,2,0,2,5,1955,1993,3,0,13,14,2,4,1,3,3,3,3,379,1,1617,1,0,1,0,1867,0,1867,1,3,7,6,1,1955.0,0,1,303,4,4,2,0,4,190000
168,3,1,3,3,0,4,0,16,2,2,0,5,8,2007,2007,1,0,12,13,2,4,2,0,3,3,2,1288,5,1582,1,0,1,4,1610,551,2161,1,0,8,6,1,2007.0,0,3,789,4,4,2,6,5,325624
169,3,1,0,3,0,4,0,8,2,2,0,5,7,2004,2004,1,0,12,13,2,4,2,2,3,3,5,0,5,840,1,0,1,4,840,880,1720,2,2,7,6,1,2004.0,0,2,440,4,4,2,8,4,183500
170,3,1,0,3,0,0,0,23,2,2,0,2,8,1981,1981,3,5,9,10,2,4,1,2,3,3,5,0,5,1686,1,4,1,4,1707,0,1707,2,3,6,6,1,1981.0,1,2,511,4,4,2,8,4,228000
171,4,1,0,3,0,4,0,17,1,2,0,0,5,1941,1950,1,0,8,8,3,4,1,3,3,3,4,360,5,720,1,4,1,4,854,0,1382,1,3,7,6,5,1991.0,2,2,660,4,4,2,8,4,128500
173,3,1,0,3,0,4,0,22,2,2,4,5,7,1987,1987,1,0,6,6,2,2,2,2,1,3,2,495,4,1064,1,2,1,4,1064,703,1767,2,2,5,6,1,1987.0,1,2,504,2,4,2,8,4,239000
174,3,1,0,3,0,4,0,12,2,2,0,2,6,1961,1961,1,0,14,15,3,4,1,3,3,3,0,288,4,1362,1,4,1,4,1362,0,1362,1,3,6,6,1,1961.0,2,2,504,4,4,2,0,4,163000
175,3,1,0,3,0,4,0,23,2,2,0,2,6,1986,1986,1,0,12,10,3,4,1,2,0,3,0,1398,3,1606,1,4,1,4,1651,0,1651,2,3,7,3,1,1986.0,0,2,616,4,4,2,8,4,184000
176,3,1,3,3,0,0,0,7,2,2,0,2,6,1950,2001,1,0,14,15,3,4,1,3,1,0,0,477,5,1202,1,4,1,4,2158,0,2158,2,2,7,6,1,1950.0,2,2,576,4,4,2,8,4,243000
177,3,1,0,3,0,0,0,4,2,2,0,5,6,1988,1989,1,0,9,10,2,4,2,2,3,3,2,831,5,1151,1,4,1,4,1164,896,2060,2,3,8,6,1,1988.0,2,2,521,4,4,2,8,4,211000
178,3,1,3,3,0,4,0,19,2,2,0,0,5,1958,1958,1,0,8,8,2,2,1,3,3,3,0,57,1,1052,1,0,1,4,1252,668,1920,2,2,8,6,1,1958.0,2,2,451,4,4,2,8,4,172500
180,4,1,3,3,0,4,0,17,2,2,0,2,5,1923,2006,1,0,13,14,2,4,1,3,3,3,5,0,5,968,1,4,1,4,968,0,968,1,3,5,6,5,1935.0,2,2,480,1,4,0,8,4,100000
181,1,1,3,3,0,4,0,21,2,2,3,5,6,2000,2000,1,0,8,8,2,4,2,2,3,3,2,436,5,756,1,0,1,4,769,756,1525,2,2,5,6,5,2000.0,2,2,440,4,4,2,8,4,177000
182,3,1,3,3,0,4,0,6,2,2,0,5,7,1920,1950,1,0,11,12,3,4,0,1,3,3,3,352,5,793,1,2,1,4,901,901,1802,1,3,9,6,5,1920.0,2,1,216,1,4,2,8,4,200100
183,3,1,3,3,0,4,0,7,0,2,0,2,5,1957,2006,3,0,13,14,3,4,2,3,3,3,5,0,5,0,1,0,1,4,1340,0,1340,1,3,7,6,1,1957.0,1,1,252,4,4,2,8,4,120000
184,4,1,3,3,0,4,0,17,2,2,0,0,7,2003,2003,1,0,12,13,3,4,2,2,3,3,5,0,5,1362,1,0,1,4,1362,720,2082,2,2,6,4,5,2003.0,2,2,484,4,4,0,8,4,200000
185,3,1,0,3,0,4,0,3,6,1,0,0,5,1908,1991,1,0,0,10,3,4,2,1,3,3,5,0,5,504,1,2,1,4,936,316,1252,1,3,5,6,1,1986.0,2,2,576,4,4,2,8,4,127000
187,3,1,0,3,0,1,0,11,2,2,0,7,7,1990,1991,1,0,6,6,3,4,2,2,3,0,2,611,5,1188,1,0,1,4,1217,0,1217,2,2,6,6,1,1990.0,2,2,497,4,4,2,8,4,173000
188,3,1,3,3,0,4,0,17,2,2,0,0,5,1916,1987,1,0,6,6,3,4,1,1,3,3,5,0,5,660,1,0,1,4,808,704,1656,2,3,8,3,5,1916.0,2,1,180,1,1,0,8,4,135000
189,3,1,3,0,0,4,0,20,1,2,2,6,5,1979,1979,1,0,9,10,3,4,1,2,3,0,2,1086,5,1086,1,4,1,4,1224,0,1224,0,3,6,6,5,1979.0,2,2,528,4,4,2,8,2,153337
190,3,1,3,3,0,4,0,22,2,2,4,2,8,2001,2002,1,0,5,5,2,4,2,0,3,0,2,1153,5,1593,1,0,1,4,1593,0,1593,1,0,5,6,1,2001.0,0,2,682,4,4,2,8,4,286000
191,3,1,3,0,0,4,1,6,2,2,0,5,8,1932,1994,3,0,3,3,2,4,1,2,1,3,4,297,5,853,1,4,1,4,1549,1178,2727,2,2,10,0,5,1932.0,2,2,440,4,4,2,8,4,315000
192,3,1,0,3,0,1,0,12,2,2,0,5,7,1972,2004,1,0,6,6,3,4,1,3,3,3,0,626,5,725,1,2,1,4,725,754,1479,1,2,7,6,1,1972.0,0,2,484,4,4,2,8,4,184000
193,3,1,0,3,0,4,0,5,2,2,0,2,7,1999,1999,1,0,12,13,2,4,2,2,3,0,2,560,5,1431,1,0,1,4,1431,0,1431,2,2,6,6,1,1999.0,0,2,666,4,4,2,8,4,192000
194,4,1,3,3,0,4,0,7,2,2,3,5,7,2004,2004,1,0,12,13,2,4,2,2,3,3,5,0,5,970,1,0,1,4,970,739,1709,2,2,7,0,5,2004.0,2,2,380,4,4,2,8,4,130000
195,3,1,0,3,0,4,0,5,2,2,0,2,5,1972,1972,3,0,6,6,3,4,1,3,3,0,0,390,5,864,1,4,1,4,864,0,864,1,3,5,6,5,1989.0,2,1,352,4,4,2,8,4,127000
196,3,1,3,3,0,2,0,13,2,2,3,5,6,1976,1976,1,0,9,2,3,4,1,2,3,3,0,566,5,855,1,4,1,4,855,601,1456,2,3,7,6,1,1976.0,2,2,440,4,4,2,8,4,148500
197,3,1,3,3,0,4,0,21,2,2,0,2,7,2007,2007,3,0,5,5,0,4,2,0,3,3,2,1126,5,1726,1,0,1,4,1726,0,1726,2,0,8,6,1,2007.0,0,3,786,4,4,2,6,5,311872
199,4,1,3,3,0,0,0,17,2,2,0,3,6,1912,1950,1,0,13,14,3,4,1,3,3,3,5,0,5,755,1,0,1,4,929,929,2229,1,3,8,6,1,1978.5061638868744,2,0,0,4,4,2,8,0,104000
200,3,1,3,3,0,4,0,16,2,2,0,2,8,2004,2005,3,0,12,13,2,4,2,0,3,0,2,1088,5,1713,1,0,1,4,1713,0,1713,2,0,7,6,1,2004.0,0,3,856,4,4,2,8,4,274900
201,4,1,3,3,0,0,0,7,2,2,0,2,4,2003,2004,1,0,12,13,3,4,2,2,3,3,5,0,5,1121,1,0,1,4,1121,0,1121,2,3,5,6,1,2003.0,1,2,440,4,4,2,8,4,140000
202,3,1,3,3,0,4,0,11,2,2,0,2,6,1977,1977,1,0,9,10,3,4,1,3,3,3,0,641,3,1196,1,4,1,4,1279,0,1279,2,3,6,6,5,1980.0,2,2,473,4,4,2,8,4,171500
203,3,1,3,3,0,0,0,17,0,2,0,0,6,1924,1950,1,0,8,8,3,2,0,1,3,3,3,617,5,617,1,2,1,4,865,445,1310,2,3,6,2,1,1924.0,2,1,398,4,4,2,0,4,112000
204,4,1,3,3,0,4,0,5,2,2,4,2,6,2004,2004,1,0,12,13,2,4,2,2,3,0,2,662,5,848,1,0,1,4,848,0,848,1,2,3,6,1,2004.0,1,2,420,4,4,2,8,4,149000
205,4,1,3,3,0,4,0,17,2,2,0,0,5,1947,1950,1,0,0,0,3,4,1,3,3,3,3,312,5,720,1,4,1,4,720,564,1284,1,3,5,6,5,1948.0,2,1,240,4,4,2,8,4,110000
206,3,1,3,3,0,0,0,8,2,2,0,2,7,1990,1990,1,0,6,6,3,4,2,2,3,3,5,0,5,1424,1,0,1,4,1442,0,1442,2,3,5,6,1,1990.0,1,2,500,4,4,2,8,4,180500
207,3,1,0,3,0,1,0,19,5,2,0,2,5,1962,1962,1,0,6,6,3,2,1,3,3,3,5,0,5,1140,1,4,1,4,1696,0,1696,1,3,8,3,1,1962.0,1,1,349,4,4,2,8,4,143900
208,3,1,0,3,0,4,0,12,2,2,0,2,4,1960,1960,1,0,13,14,3,4,2,3,3,3,0,419,4,1100,1,4,1,4,1100,0,1100,1,3,6,6,1,1960.0,1,1,312,4,4,2,8,4,141000
209,3,1,0,2,0,4,1,20,2,2,0,5,7,1988,1989,1,0,9,10,2,4,1,2,3,1,2,1065,5,1157,1,0,1,4,1180,882,2062,2,3,7,6,1,1988.0,0,2,454,4,4,2,8,4,277000
210,3,1,3,3,0,4,0,12,2,2,0,2,6,1964,1964,3,0,6,6,3,4,1,2,3,3,4,787,5,1092,1,0,1,4,1092,0,1092,1,3,6,6,1,1964.0,1,2,504,4,2,2,8,4,145000
211,3,1,3,3,0,4,0,7,2,2,0,2,5,1925,1950,1,0,11,12,3,4,1,3,3,3,4,468,5,864,1,4,0,0,864,0,864,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,98000
212,3,1,3,3,0,0,0,7,2,2,0,2,6,2009,2009,1,0,12,13,3,4,2,2,3,2,2,36,5,1212,1,0,1,4,1212,0,1212,2,2,6,6,1,2009.0,1,2,460,4,4,2,8,4,186000
213,1,1,3,3,0,4,0,21,2,2,0,5,7,2009,2009,1,0,12,13,3,4,2,2,3,3,2,822,5,900,1,0,1,4,932,920,1852,2,2,7,6,1,2009.0,1,2,644,4,4,2,6,5,252678
214,3,1,1,3,0,1,0,5,2,2,0,2,5,1995,1995,1,0,12,13,3,4,2,2,3,3,0,716,5,990,1,0,1,4,990,0,990,1,3,5,6,1,1996.0,2,2,576,4,4,2,8,4,156000
215,3,1,0,3,0,2,0,5,2,2,0,5,6,1977,1977,1,0,6,6,3,4,1,2,3,3,2,378,5,689,1,0,1,4,689,703,1392,1,3,6,6,1,1977.0,0,1,299,4,4,2,8,4,161750
216,3,1,0,3,0,4,0,12,2,2,0,2,5,1957,1996,1,0,6,6,3,4,1,3,3,3,1,360,5,1070,1,4,1,4,1236,0,1236,1,2,6,2,1,1957.0,2,1,447,4,4,2,8,4,134450
217,3,1,3,3,0,4,0,5,2,2,0,2,7,2004,2004,1,0,12,13,2,4,2,2,3,2,2,946,5,1436,1,0,1,4,1436,0,1436,2,2,8,6,1,2004.0,2,2,484,4,4,2,8,4,210000
218,4,1,3,3,0,4,0,17,2,2,0,5,4,1925,1950,1,0,8,8,3,4,1,3,3,3,5,0,5,686,1,1,0,4,810,518,1328,1,3,8,6,5,1940.0,2,1,210,4,4,2,8,3,107000
219,3,1,0,3,0,0,0,6,2,2,0,0,7,1939,2006,1,0,12,13,2,2,1,3,3,3,1,341,5,798,1,0,1,4,1137,817,1954,1,2,8,6,1,1939.0,2,2,431,4,4,2,8,4,311500
220,3,1,3,3,0,4,0,0,2,2,4,2,7,2005,2006,1,0,12,13,2,4,2,2,3,0,2,16,5,1248,1,0,1,4,1248,0,1248,2,2,5,6,1,2005.0,0,2,438,4,4,2,6,5,167240
221,3,1,0,3,0,4,0,5,2,2,0,2,7,2006,2006,1,0,12,13,2,4,2,2,3,2,5,0,5,1498,1,0,1,4,1498,0,1498,2,2,5,6,1,2006.0,1,2,675,4,4,2,6,5,204900
222,3,1,0,3,0,4,0,8,2,2,0,5,6,2002,2002,1,0,12,13,2,4,2,2,3,3,5,0,5,1010,1,0,1,4,1010,1257,2267,2,2,8,6,3,2002.0,1,2,390,4,4,2,4,4,200000
223,3,1,3,3,0,4,0,14,6,2,0,5,6,1975,1975,1,0,12,13,3,4,1,2,3,3,0,550,5,713,1,4,1,4,811,741,1552,2,3,6,6,1,1975.0,1,2,434,4,4,2,8,4,179900
224,3,1,3,3,0,2,0,12,2,2,0,2,4,1971,1971,1,0,6,6,3,4,1,3,3,3,0,524,3,864,1,2,1,4,864,0,864,1,3,4,6,5,1989.0,2,2,576,4,4,2,8,0,97000
226,4,1,3,3,0,4,0,2,2,2,3,5,5,1971,1971,1,0,6,6,3,4,1,3,3,3,5,0,5,630,1,4,1,4,630,672,1302,2,3,6,6,5,1991.0,2,1,280,4,4,2,0,0,112000
227,3,1,0,3,0,4,0,15,2,2,0,5,7,1995,1995,1,0,12,13,2,4,2,2,3,3,2,565,5,1203,1,0,1,4,1214,1306,2520,2,2,9,6,1,1995.0,1,3,721,4,4,2,8,0,290000
228,4,1,3,3,0,4,0,2,2,2,3,5,6,1970,1970,1,0,6,6,3,4,1,3,3,3,4,321,5,483,1,4,1,4,483,504,987,1,3,5,6,5,1987.0,2,1,280,4,4,2,8,4,106000
229,3,1,3,3,0,2,0,19,1,2,0,2,5,1967,1967,1,0,6,6,3,4,1,3,3,3,0,842,5,912,1,4,1,4,912,0,912,1,3,5,6,5,1974.0,2,1,336,4,4,2,8,4,125000
230,3,1,3,3,0,4,0,0,2,2,4,2,7,2005,2006,1,0,12,13,2,4,2,2,3,0,2,16,5,1373,1,0,1,4,1555,0,1555,2,2,7,6,1,2005.0,0,2,430,4,4,2,8,4,192500
231,3,1,3,3,0,4,0,12,2,2,0,2,6,1959,1959,3,0,8,8,3,4,1,3,3,3,5,0,5,1194,1,4,1,4,1194,0,1194,1,3,6,6,1,1959.0,1,1,312,4,4,2,8,4,148000
233,4,1,3,3,0,4,0,2,2,2,3,5,6,1972,1972,1,0,6,6,3,4,1,3,3,3,5,0,5,483,1,4,1,4,483,504,987,1,3,5,6,1,1972.0,2,1,288,4,4,2,8,4,94500
234,3,1,3,3,0,0,0,5,2,2,0,2,5,1976,1976,1,0,6,6,3,4,1,3,1,0,3,182,0,894,1,4,1,4,894,0,894,1,3,5,6,1,1976.0,2,1,308,4,4,2,8,4,128200
235,3,1,3,3,0,4,0,8,2,2,0,5,6,2002,2002,1,0,12,13,2,4,2,2,3,3,2,625,5,860,1,0,1,4,860,1100,1960,2,2,8,6,3,2002.0,0,2,440,4,4,2,8,4,216500
236,4,1,3,3,0,4,0,2,2,2,4,5,6,1971,1971,1,0,6,6,3,4,1,3,3,3,0,358,5,483,1,4,1,4,483,504,987,1,3,5,6,5,1971.0,2,1,264,4,4,2,8,4,89500
237,3,1,3,3,0,2,0,5,2,2,0,2,7,2004,2004,1,0,12,13,2,4,2,2,3,0,2,24,5,1414,1,0,1,4,1414,0,1414,2,2,6,6,1,2004.0,1,2,494,4,4,2,8,4,185500
238,3,1,0,3,0,1,0,20,7,2,0,5,7,1993,2003,1,0,6,6,2,4,2,2,3,3,1,402,5,996,1,0,1,4,1014,730,1744,2,2,7,6,1,1993.0,1,2,457,4,4,2,8,4,194500
239,3,1,3,3,0,4,0,16,2,2,0,2,8,2007,2007,3,0,12,13,0,4,2,0,3,3,5,0,5,1694,1,0,1,4,1694,0,1694,2,2,7,6,1,2007.0,0,3,818,4,4,2,6,5,318000
240,3,1,3,3,0,4,0,7,2,2,0,0,6,1945,1950,1,0,12,13,3,4,1,3,0,3,3,94,5,735,1,4,1,0,798,689,1487,1,3,7,6,5,1949.0,2,1,220,4,4,2,8,4,113000
241,1,1,3,3,0,4,0,21,2,2,0,2,8,2008,2008,1,0,12,13,2,4,2,2,3,0,2,1078,5,1566,1,0,1,4,1566,0,1566,2,2,7,6,1,2008.0,1,2,750,4,4,2,8,4,262500
242,4,1,3,3,0,4,0,17,2,2,0,2,5,1945,1997,1,0,12,13,3,2,1,3,3,3,0,329,5,686,1,2,1,4,866,0,866,1,2,4,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,110500
243,4,1,3,3,0,0,0,17,2,2,0,0,5,1900,1950,1,0,13,14,3,4,0,3,3,3,5,0,5,540,1,2,0,0,889,551,1440,1,3,6,6,1,1940.0,2,1,352,1,4,2,8,4,79000
244,3,1,3,3,0,0,0,20,2,2,4,5,6,1980,1980,1,0,9,10,3,4,1,2,3,3,5,0,5,626,1,4,1,4,626,591,1217,1,3,6,6,1,1980.0,1,1,288,4,4,2,8,4,120000
245,3,1,0,3,0,4,0,20,2,2,0,5,7,1994,2002,1,0,12,13,2,4,2,2,3,3,2,695,5,948,1,0,1,4,1222,888,2110,2,2,8,6,1,1994.0,1,2,463,4,4,2,8,4,205000
246,3,1,3,3,0,4,0,14,2,2,0,2,7,1988,1988,1,0,13,14,3,4,1,2,3,0,2,929,5,1845,1,2,1,4,1872,0,1872,2,3,6,6,1,1988.0,0,2,604,4,4,2,8,4,241500
247,4,1,3,3,0,4,0,17,2,2,1,5,6,1910,1950,1,0,0,0,3,1,4,1,3,3,5,0,5,1020,1,2,0,2,908,1020,1928,2,1,9,6,5,1910.0,2,1,440,3,3,2,8,4,137000
